Date,con_pos,con_neg,overall
2023-06-30 20:00:00,0.0,0.0,0.0
2023-07-03 14:00:00,0.0,-0.5107198519324468,-0.527359087526538
2023-07-03 17:00:00,0.0,-0.0930963765178133,-0.3291499301426782
2023-07-03 18:30:00,0.0507445204807063,0.0,0.4398954048958935
2023-07-03 19:00:00,0.4664024937949769,0.0,0.6535350807033293
2023-07-03 19:30:00,0.2107995262481611,-0.3604809236280998,-0.1014776453627803
2023-07-03 20:00:00,0.1781889786840571,0.0,0.3291499301426782
2023-07-04 14:00:00,0.0,-0.4444577584411678,-0.6786517035532365
2023-07-04 15:00:00,0.0,-0.5107198519324468,-0.527359087526538
2023-07-04 15:30:00,0.2790590472615895,0.0,0.5007648946191563
2023-07-05 14:00:00,0.0,-0.2457628705394667,-0.4341060019408796
2023-07-05 15:00:00,0.2672834680260856,0.0,0.4937248952140173
2023-07-05 15:30:00,0.2332012468974884,-0.2553599259662234,0.0630879965883956
2023-07-05 16:00:00,0.2332012468974884,0.0,0.3267675403516646
2023-07-05 17:30:00,0.0,-0.0465481882589066,-0.1645749650713391
2023-07-05 19:00:00,0.0,-0.400298640889755,-0.4894787393174873
2023-07-05 19:30:00,0.2970368074634545,-0.0502395008888574,0.4157690780758201
2023-07-06 14:00:00,0.5,0.0,0.4907481561321409
2023-07-06 14:30:00,0.2107995262481611,0.0,0.3346374397629713
2023-07-06 15:00:00,0.0,-0.2457628705394667,-0.4341060019408796
2023-07-06 15:30:00,0.0,-0.080433583443678,-0.0542867122095067
2023-07-06 16:00:00,0.0,-0.1974873330769719,-0.5007648946191563
2023-07-06 16:30:00,0.0,-0.2850607934222631,-0.5467152427996115
2023-07-06 18:00:00,0.0,0.0,0.0
2023-07-06 20:00:00,0.4664024937949769,0.0,0.6535350807033293
2023-07-07 13:30:00,0.1980245383089696,-0.1218136675677027,-0.0514333251074952
2023-07-07 14:00:00,0.0,-0.0794627437717353,-0.2480357808411985
2023-07-07 14:30:00,0.0071204942756976,0.0,0.2333715705547169
2023-07-07 16:00:00,0.0,-0.1339720023702865,-0.2246157917978131
2023-07-07 16:30:00,0.0264749672337172,0.0,0.5776197769119228
2023-07-07 17:00:00,0.0,-0.6118326425463022,-0.6958788105329659
2023-07-07 18:00:00,0.0,-0.1679536696261361,-0.6535350807033293
2023-07-07 18:30:00,0.2790590472615895,0.0,0.5007648946191563
2023-07-10 13:30:00,0.4440007731456497,0.0,0.5771740581904561
2023-07-10 14:30:00,0.0070467740006146,-0.0465481882589066,-0.1335363563373262
2023-07-10 15:30:00,0.0296981631140095,-0.1875248919780647,-0.1223593009148172
2023-07-10 16:00:00,0.2205441943477775,0.0,0.3975033570544846
2023-07-10 16:30:00,0.0,-0.0753592513332861,-0.1263463828862699
2023-07-10 17:00:00,0.0465098412102649,0.0,0.0834608157698593
2023-07-10 18:00:00,0.0,0.0,0.1684618438483598
2023-07-10 19:30:00,0.1053997631240805,-0.1238160734340508,-0.0670580748402472
2023-07-11 13:30:00,0.0,-0.3532061761136726,-0.3507680595025434
2023-07-11 14:00:00,0.1545641836001656,-0.1793096584679782,0.0227586112700866
2023-07-11 14:30:00,0.0,-0.3586193169359565,-0.352378935470394
2023-07-11 15:00:00,0.2325133896583545,-0.1951943959914218,-0.0101706905779872
2023-07-11 15:30:00,0.1361338475723968,0.0,0.4468097072579342
2023-07-11 16:30:00,0.0675482679459083,-0.1951943959914218,-0.0664124303378646
2023-07-11 17:30:00,0.2696309007950165,0.0,0.4810566144734544
2023-07-11 18:00:00,0.0176236283976998,-0.1031518389140966,-0.1441738889901835
2023-07-11 19:00:00,0.0,0.0,0.0
2023-07-12 14:00:00,0.0,0.0,0.0
2023-07-12 14:30:00,0.155008926438903,0.0,0.1621987021741043
2023-07-12 15:00:00,0.1348154503975082,0.0,0.2405283072367272
2023-07-12 15:30:00,0.0,0.0,0.0
2023-07-12 16:00:00,0.1350965358918167,0.0,0.3741126270025584
2023-07-12 17:00:00,0.0,-0.4954437476620141,-0.5261718107683006
2023-07-12 17:30:00,0.1348154503975082,-0.0778820757785205,-0.0578938112711983
2023-07-12 18:00:00,0.0,-0.2066170478548445,-0.3741126270025584
2023-07-12 18:30:00,0.0237373386439475,0.0,0.2403462124352068
2023-07-12 19:00:00,0.2696309007950165,0.0,0.4810566144734544
2023-07-13 13:30:00,0.0176236283976998,0.0,0.0963544182465436
2023-07-13 14:00:00,0.5,0.0,0.4294961012776815
2023-07-13 14:30:00,0.3000616576042629,0.0,0.4303543667624357
2023-07-13 15:30:00,0.0,0.0,0.0
2023-07-13 19:00:00,0.4636925508004969,0.0,0.5968442370158511
2023-07-13 19:30:00,0.0,-0.3115283031140822,-1.1936884740317022
2023-07-13 20:00:00,0.0,-0.4954437476620141,-0.5261718107683006
2023-07-14 15:30:00,0.0,-0.7431656214930212,-0.7892577161524508
2023-07-14 18:30:00,0.1348154503975082,-0.197025949066386,0.0342469072155201
2023-07-14 19:30:00,0.0474746772878951,0.0,0.5261718107683006
2023-07-17 13:30:00,0.0,0.0,0.0
2023-07-17 14:00:00,0.2993945433461568,0.0,0.4854784320092047
2023-07-17 15:00:00,0.1348154503975082,0.0,0.2177886142877837
2023-07-17 16:00:00,0.0,-0.2985029199188441,-0.440525057340423
2023-07-17 17:00:00,0.4636925508004969,0.0,0.5968442370158511
2023-07-17 18:00:00,0.0474746772878951,0.0,0.5261718107683006
2023-07-17 19:00:00,0.1350965358918167,0.0,0.3741126270025584
2023-07-17 20:00:00,0.0,-0.3940518981327721,-0.4125628000424141
