Date,Return,con_pos,con_neg,overall
2020-11-02 08:00:00,-0.0354301089761162,-0.286697303602387,0.0,0.3301662036919518
2020-11-02 16:00:00,-0.0053375039600184,0.0,-0.7861559619004302,0.0801442036447695
2020-11-03 00:00:00,-0.0197465343913432,0.0,-0.3526011598685205,-0.1662562079118524
2020-11-03 08:00:00,0.0158515326353823,0.0,-0.467312623272793,0.0924983426767676
2020-11-04 08:00:00,0.0147418962274361,-0.286697303602387,0.0,-0.0462491713383838
2020-11-05 16:00:00,0.0055555764093517,0.0,-0.6339966377965214,-0.1003739589060822
2020-11-06 00:00:00,0.0468428118003616,0.0,0.0,0.0
2020-11-07 00:00:00,0.0008027509071819,0.0,-0.467312623272793,0.0924983426767676
2020-11-07 16:00:00,-0.0283702105806137,0.0,-0.8626992083322333,-0.0005762940239929
2020-11-08 00:00:00,0.000570806011179,0.0,-0.467312623272793,0.0924983426767676
2020-11-08 08:00:00,0.0427239762290041,0.0,0.0,0.7528307500606713
2020-11-09 08:00:00,-0.0167426145035278,0.0,-0.467312623272793,0.0924983426767676
2020-11-10 08:00:00,-0.0131048471099608,-0.1248443803687822,0.0,0.2001716237881716
2020-11-11 16:00:00,0.002345195412831,-0.1373519206067909,-0.2049784457853283,0.1257121974940874
2020-11-12 00:00:00,0.0036452360650334,0.0,-0.5699106044371707,-0.0868089246507052
2020-11-12 08:00:00,-0.0079649269857977,0.0,0.0,0.0
2020-11-12 16:00:00,0.0025741054930092,0.0,-0.8626992083322333,-0.0005762940239929
2020-11-13 08:00:00,0.0195211986246031,0.0,-0.7328182243657148,-0.2273140137185664
2020-11-13 16:00:00,0.0153101395153549,0.0,-0.425730226522093,-0.0909336731545149
2020-11-14 16:00:00,0.0043161878592197,0.0,-0.8626992083322333,-0.0005762940239929
2020-11-15 08:00:00,-0.0098662009195499,-0.573394607204774,0.0,-0.0924983426767676
2020-11-16 00:00:00,0.0143421871053759,0.0,-0.3323062182993056,0.0674819233715368
2020-11-16 16:00:00,0.0024530230780235,0.0,-0.8626992083322333,-0.0005762940239929
2020-11-19 00:00:00,-0.0139338712908394,-0.3569627449112277,0.0,0.1325660142764687
2020-11-19 08:00:00,0.0080209509503919,0.0,-0.467312623272793,0.0924983426767676
2020-11-19 16:00:00,-0.0089529165454506,0.0,-0.7299243659638806,-0.1833806764942517
2020-11-21 08:00:00,0.05274588699071,0.0,-0.467312623272793,0.0924983426767676
2020-11-22 08:00:00,-0.0144608549699389,-0.573394607204774,0.0,-0.0924983426767676
2020-11-23 08:00:00,0.0154894812234349,0.0,-0.4052940672608095,-0.2001716237881716
2020-11-23 16:00:00,0.0314536308207284,0.0,-0.467312623272793,0.0924983426767676
2020-11-25 08:00:00,0.0014707721975604,0.0,-0.467312623272793,0.0924983426767676
2020-11-25 16:00:00,-0.0409410372261562,0.0,-0.5427096921171176,-0.1967851108152094
2020-11-26 00:00:00,-0.0936183582772804,-0.1845890800836192,0.0,0.0199833073311475
2020-11-26 08:00:00,-0.0159368041668009,0.0,-0.467312623272793,0.0924983426767676
2020-11-26 16:00:00,0.0237557211382886,0.0,-0.7622379264769972,-0.1196814279123798
2020-11-27 16:00:00,0.044399997168764,-0.3061952808648008,0.0,-0.0454191600623139
2020-11-28 16:00:00,0.0075496622346702,0.0,-0.8626992083322333,-0.0005762940239929
2020-11-29 00:00:00,0.0069479039628863,0.0,-0.467312623272793,0.0924983426767676
2020-11-30 16:00:00,0.0338881906501218,0.0,-0.8729921239970572,-0.0088871521381246
2020-12-01 16:00:00,-0.0301897817767305,0.0,-0.5,-0.3693448777534174
2020-12-02 00:00:00,0.0202760894123159,0.0,-0.5143874398506978,-0.1134662239035025
2020-12-02 16:00:00,0.0127095377233501,-0.2458457352758597,-0.1030335276519508,0.1381004097755154
2020-12-03 00:00:00,0.0024850894243093,-0.2101011999208864,0.0,-0.1568604510517008
2020-12-03 16:00:00,-0.0048894056299498,0.0,-0.5369553776147822,-0.1932807486567275
2020-12-04 00:00:00,-0.0188905218206317,0.0,-0.2060670553039016,-0.0874664492485834
2020-12-05 00:00:00,0.0313592948558356,0.0,-0.5143874398506978,-0.1134662239035025
2020-12-05 16:00:00,0.0074546781878137,0.0,-0.4121341106078032,-0.1749328984971669
2020-12-07 00:00:00,-0.0015022570177887,-0.28042848979579,0.0,-0.124852112778499
2020-12-07 08:00:00,-0.0105917813687181,0.0,-0.2697245881570476,-0.219785570203101
2020-12-07 16:00:00,-0.0052372408476636,-0.123770417682699,-0.2909973746656857,0.0675804822260544
2020-12-08 00:00:00,-0.0053272077718682,0.0,0.0,0.0
2020-12-08 08:00:00,-0.0237683014836636,0.0,-0.4246745666729906,0.1377321492498963
2020-12-09 08:00:00,0.0544099394952592,0.0,-0.3683429217015407,0.2276535432632002
2020-12-10 00:00:00,-0.0170309906868515,0.0,-0.4246745666729906,0.1377321492498963
2020-12-10 08:00:00,-0.0115057583541504,-0.4031057064467917,0.0,-0.0918214328332642
2020-12-10 16:00:00,0.0035697573998019,0.0,-0.4364960619985286,-0.0044435760690623
2020-12-11 00:00:00,-0.0310690918238811,0.0,-0.6617766446217611,-0.2116285988162881
2020-12-11 08:00:00,0.0231507884091395,0.0,-0.4246745666729906,0.1377321492498963
2020-12-12 16:00:00,0.0245057893127571,0.0,-0.4052940672608096,0.0249902231908337
2020-12-14 08:00:00,-0.003606960851156,-0.140214244897895,-0.2123372833364953,0.0064400182356986
2020-12-14 16:00:00,0.0041261721952032,0.0,-0.745519313577166,-0.0019542531413387
