Date,score,votes,weighted_votes
2023-04-05,0.014189714707173728,1.0,0.5
2023-04-07,-0.13277218273262373,-3.0,-1.5
2023-04-08,0.05352766822199661,1.0,0.5
2023-04-11,0.06896532074536087,1.0,0.5
2023-04-12,-0.10982675832030134,-3.0,-1.5
2023-04-13,0.07374675137920202,1.0,0.5
2023-04-14,-0.13363729750887987,-3.0,-1.5
2023-04-15,-0.017830891941259502,-1.0,-0.5
2023-04-16,0.013495924840422578,1.0,0.5
2023-04-18,0.008847801762268792,-1.0,-0.5
2023-04-19,-0.15731986230683997,-2.0,-1.0
2023-04-20,0.1314622328133314,2.0,1.0
2023-04-21,-0.08477061844538536,-2.0,-1.0
2023-04-24,0.08065614787123027,3.0,1.5
2023-04-25,-0.035658503590949624,-1.0,-0.5
2023-04-26,-0.07018617277584685,-1.0,-0.5
2023-04-27,0.08494302922522219,1.0,0.5
2023-04-28,0.01840418055822471,-1.0,-0.5
2023-04-29,-0.11094600188756487,-1.0,-0.5
2023-05-02,0.13152197743772467,3.0,1.5
2023-05-03,0.01161257701616335,0.0,0.0
2023-05-04,0.03095689835133109,2.0,1.0
2023-05-05,0.041642025912460835,0.0,0.0
2023-05-06,0.04333095870642001,1.0,0.5
2023-05-08,0.07173959961499105,1.0,0.5
2023-05-09,0.02453488346281828,1.0,0.5
2023-05-10,-0.07008547008547009,-3.0,-1.5
2023-05-11,0.0949833074473204,3.0,1.5
2023-05-13,-0.04489542464072472,-1.0,-0.5
2023-05-14,-0.051133120916041164,1.0,0.5
2023-05-16,0.18095238095238095,3.0,1.5
2023-05-17,-0.2698412698412698,-3.0,-1.5
2023-05-18,0.24206349206349204,3.0,1.5
2023-05-19,-0.19444444444444442,-2.0,-1.0
2023-05-20,0.08333333333333333,1.0,0.5
2023-05-21,0.0,0.0,0.0
2023-05-23,0.024535734077565874,1.0,0.5
2023-05-26,-0.052525252525252523,-2.0,-1.0
2023-05-27,-0.05940047753054212,1.0,0.5
2023-05-31,-0.21666666666666665,-3.0,-1.5
2023-06-01,0.08333333333333333,1.0,0.5
2023-06-02,0.1388888888888889,1.0,0.5
2023-06-03,-0.17617414081343863,-1.0,-0.5
2023-06-04,0.15374687460153172,1.0,0.5
2023-06-06,-0.05921688758521386,-1.0,-0.5
2023-06-07,0.024796445062648137,1.0,0.5
2023-06-08,-0.00021475244740826183,-1.0,-0.5
2023-06-09,-0.07539682539682539,-1.0,-0.5
2023-06-10,0.22539682539682537,3.0,1.5
2023-06-12,-0.13015873015873014,-1.0,-0.5
2023-06-16,0.22539682539682537,3.0,1.5
2023-06-17,-0.027417027417027395,-1.0,-0.5
2023-06-19,0.1385281385281385,2.0,1.0
2023-06-22,-0.06577880990218372,0.0,0.0
2023-06-23,-0.028395389024663903,0.0,0.0
2023-06-24,0.06928000734353701,1.0,0.5
2023-06-27,-7.385889975187326e-05,1.0,0.5
2023-06-28,0.10445951834091897,1.0,0.5
