Date,score,vote,weighted_votes,pred
2021-03-22 21:00:00,0.045527254829580394,1.0,0.3363830466785825,0.672766093357165
2021-03-22 22:00:00,0.0,0.0,0.0,0.0
2021-03-22 23:00:00,0.0,0.0,0.0,0.0
2021-03-23 00:00:00,0.0,0.0,0.0,0.0
2021-03-23 01:00:00,0.0,0.0,0.0,0.0
2021-03-23 02:00:00,0.0,0.0,0.0,0.0
2021-03-23 03:00:00,0.13908371272712353,2.0,0.5557340653096572,1.1114681306193144
2021-03-23 04:00:00,0.0,0.0,0.0,0.0
2021-03-23 05:00:00,0.0,0.0,0.0,0.0
2021-03-23 06:00:00,0.10122695375368562,3.0,0.726686881780133,1.453373763560266
2021-03-23 07:00:00,0.0,0.0,0.0,0.0
2021-03-23 08:00:00,0.0,0.0,0.0,0.0
2021-03-23 09:00:00,0.0,0.0,0.0,0.0
2021-03-23 10:00:00,0.10726193474953243,4.0,1.0,2.0
2021-03-23 11:00:00,0.0,0.0,0.0,0.0
2021-03-23 12:00:00,0.0,0.0,0.0,0.0
2021-03-23 13:00:00,0.0,0.0,0.0,0.0
2021-03-23 14:00:00,0.0,0.0,0.0,0.0
2021-03-23 15:00:00,0.10604300551708004,4.0,1.0,2.0
2021-03-23 16:00:00,0.0,0.0,0.0,0.0
2021-03-23 17:00:00,0.0,0.0,0.0,0.0
2021-03-23 18:00:00,0.0,0.0,0.0,0.0
2021-03-23 19:00:00,0.0,0.0,0.0,0.0
2021-03-23 20:00:00,0.0,0.0,0.0,0.0
2021-03-23 21:00:00,0.017522339520153602,4.0,1.0,2.0
2021-03-23 22:00:00,0.0,0.0,0.0,0.0
2021-03-23 23:00:00,0.0,0.0,0.0,0.0
2021-03-24 00:00:00,0.0,0.0,0.0,0.0
2021-03-24 01:00:00,0.0,0.0,0.0,0.0
2021-03-24 02:00:00,0.0,0.0,0.0,0.0
2021-03-24 03:00:00,0.1156150120451836,4.0,1.0,2.0
2021-03-24 04:00:00,0.0,0.0,0.0,0.0
2021-03-24 05:00:00,0.0,0.0,0.0,0.0
2021-03-24 06:00:00,0.008557359389088246,1.0,0.3363830466785825,0.672766093357165
2021-03-24 07:00:00,0.0,0.0,0.0,0.0
2021-03-24 08:00:00,0.0,0.0,0.0,0.0
2021-03-24 09:00:00,0.0,0.0,0.0,0.0
