Date,Return,con_pos,con_neg,overall
2020-10-01 12:00:00,-0.0169192713209932,0.2037806403327083,-0.0257999966709976,0.1846499160709876
2020-10-02 00:00:00,-0.0280321492511743,0.0575416306953158,-0.0095040765622857,0.0317165702268464
2020-10-02 12:00:00,0.0121233034446031,0.3516882762674316,-0.004091098160264,0.2351552630605079
2020-10-03 00:00:00,0.0088258111830563,0.07092285701317,-0.0677117243438996,-0.1169164246094233
2020-10-03 12:00:00,-0.0050128292069725,0.0,-0.2457778502707129,-0.360317781278142
2020-10-04 00:00:00,-0.0002487813998109,0.0840050413433429,-0.0332256472455681,-0.0059646920794233
2020-10-04 12:00:00,0.0067214640610151,0.0254922907904462,0.0,0.0281382566158461
2020-10-05 00:00:00,-0.0048519502973565,0.1299160265807735,-0.0130638902764247,0.1138716564994716
2020-10-05 12:00:00,-0.003166034650176,0.159137254554149,-0.0607566092063937,0.0572988348400724
2020-10-06 00:00:00,-0.012490526855529,0.1249869959208409,-0.1580180473055989,-0.2151825262574273
2020-10-06 12:00:00,-0.0064051540863547,0.2142612105349892,-0.0308169963869413,0.1536796213774047
2020-10-07 00:00:00,-0.0044203004026824,0.0898592916000055,-0.1295581241134176,-0.1244211009434298
2020-10-07 12:00:00,0.0005548123747292,0.0354444538721125,-0.0079437899818582,0.0198597488117479
2020-10-08 00:00:00,-0.0059443405549677,0.0701974928448114,-0.0749604220627464,-0.0638437885515338
2020-10-08 12:00:00,0.0089518969848525,0.0337280971890865,-0.1160477730807808,-0.1391847270886963
2020-10-09 00:00:00,0.011560021528673,0.0756003479877784,-0.0476320655141049,-0.0195489421907112
2020-10-09 12:00:00,0.0167778326777994,0.1545497302178692,-0.0159930589610887,0.1382240899763048
2020-10-10 00:00:00,-0.0052709324172872,0.093887066456334,-0.0360351996495545,0.0201217816555232
2020-10-11 00:00:00,0.0034536079566436,0.1559301903555232,0.0,0.1221667289659344
2020-10-11 12:00:00,-0.0003297274156374,0.0614405597505649,-0.0540058748501278,-0.0328386836704751
2020-10-12 00:00:00,-0.0100689611218408,0.0752164804994425,-0.0332256472455681,-0.0237085975527265
2020-10-12 12:00:00,0.0289047668683317,0.1419659716115111,-0.0733325693387103,0.0239112532224804
2020-10-13 00:00:00,-0.0016287151513957,0.1398758113970539,-0.0566603819343909,0.0036396619217388
2020-10-13 12:00:00,-0.0030287770013057,0.2878223629965718,-0.0129874100047989,0.2318818336883262
2020-10-14 00:00:00,-0.0003950145911951,0.0363737104693951,-0.0409829437900558,-0.0442628057852954
2020-10-14 12:00:00,-0.0055683526842263,0.1185498620563109,0.0,0.0943614285712655
2020-10-15 00:00:00,-0.0082004076055138,0.0986687392241365,-0.0896045421313648,-0.1098424122516086
2020-10-15 12:00:00,-0.0022730404506634,0.0724713886846222,-0.1718170589420537,-0.1571633817901317
2020-10-16 00:00:00,-0.0085704313929079,0.0969055984293276,-0.0277607668374026,0.027322265535568
2020-10-16 12:00:00,-0.007866500682098,0.0199663635010574,-0.0761230786647182,-0.0863609613346288
2020-10-17 00:00:00,0.005246086359617,0.0489507750961079,-0.1114521433331313,-0.1801073345844697
2020-10-17 12:00:00,-0.0009131806043713,0.0299436058258808,-0.2380155140907158,-0.302229226924866
2020-10-18 00:00:00,0.0066393330901479,0.0752961156742325,-0.0107118329173027,0.0361871221481043
2020-10-18 12:00:00,0.0073283583080419,0.0,-0.1959084909402774,-0.2855571020336584
2020-10-19 00:00:00,-0.0042181779204593,0.3601737593575791,0.0,0.3094386157754952
2020-10-19 12:00:00,-0.0141492884348145,0.1132860494247303,0.0,0.0983466639042555
2020-10-20 00:00:00,-0.0320148516776246,0.3346760191181595,0.0,0.2643834556965214
2020-10-20 12:00:00,-0.0096803796893933,0.1098679570310676,0.0,0.088271796982789
2020-10-21 00:00:00,-0.0060953818649905,0.0710511936271705,-0.0373986357989321,-0.0322187377374069
2020-10-21 12:00:00,-0.0067578444283705,0.3319043163011677,0.0,0.3052779469872
2020-10-22 00:00:00,0.0484056421570453,0.0808839809746338,-0.0800106976842554,-0.0785337499270658
2020-10-22 12:00:00,-0.0031468754006349,0.0682624817342009,-0.1243988947839354,-0.1247365919864181
2020-10-23 00:00:00,0.0068538104616557,0.1127871384368286,-0.0099504760794351,0.056512514303523
2020-10-23 12:00:00,-0.0149586881968279,0.1710998064757709,-0.023145374935769,0.0853068476721248
2020-10-24 00:00:00,0.0071265316381285,0.1296424871922575,-0.0044718186256859,0.1000381042973375
2020-10-24 12:00:00,-0.0143004427279771,0.0149534804994023,-0.1534227461826974,-0.1976515164687769
2020-10-25 00:00:00,-5.686126283710458e-06,0.0545253795019859,-0.0248949799997346,-0.0202974345961982
2020-10-25 12:00:00,-0.0088218941649498,0.018098821411212,-0.0465523487039071,-0.0891678202658725
2020-10-26 00:00:00,-0.0105456920000819,0.1771173594427448,0.0,0.1728498833377227
2020-10-26 12:00:00,-0.023888868000666,0.029247476386951,-0.1699731361591844,-0.2198777281168144
2020-10-27 00:00:00,-0.0058453258846749,0.089390698010949,-0.0072170731938847,0.0632491742916148
2020-10-27 12:00:00,-0.0115640686032268,0.0541329961240734,-0.1215132184127875,-0.0954725718042198
2020-10-28 00:00:00,-0.0173379257835645,0.0116422167955382,-0.1039383226526426,-0.1289127602486833
2020-10-28 12:00:00,0.007094096133563,0.1071855985376273,-0.0057951545851412,0.0905514753409057
2020-10-29 00:00:00,0.0031141942049115,0.0561580978203037,-0.0516521948848318,-0.0363850132499129
