Date,pred
2021-02-03 12:00:00,0.5
2021-02-03 20:00:00,0.5
2021-02-04 02:00:00,0.5
2021-02-04 06:00:00,0.5
2021-02-04 12:00:00,0.5
2021-02-04 20:00:00,0.5
2021-02-05 02:00:00,0.5
2021-02-05 06:00:00,0.5
2021-02-05 12:00:00,0.5
2021-02-05 20:00:00,0.5
2021-02-06 12:00:00,0.5
2021-02-07 02:00:00,-0.5
2021-02-07 12:00:00,0.5
2021-02-07 20:00:00,-0.5
2021-02-08 02:00:00,0.5
2021-02-08 06:00:00,-0.5
2021-02-08 12:00:00,0.5
2021-02-08 20:00:00,0.5
2021-02-09 02:00:00,0.5
2021-02-09 06:00:00,0.0
2021-02-09 12:00:00,0.5
2021-02-09 20:00:00,0.5
2021-02-10 02:00:00,0.5
2021-02-10 06:00:00,0.5
2021-02-10 12:00:00,1.0
2021-02-10 20:00:00,0.5
2021-02-11 02:00:00,0.5
2021-02-11 06:00:00,0.0
2021-02-11 12:00:00,-0.5
2021-02-11 20:00:00,0.5
2021-02-12 02:00:00,-0.5
2021-02-12 06:00:00,-0.5
2021-02-14 20:00:00,0.5
2021-02-15 02:00:00,0.5
2021-02-15 06:00:00,0.5
2021-02-15 12:00:00,-0.5
2021-02-15 20:00:00,0.0
2021-02-16 06:00:00,-0.5
2021-02-16 12:00:00,0.5
2021-02-16 20:00:00,0.5
2021-02-17 02:00:00,-0.5
2021-02-17 06:00:00,0.5
2021-02-17 12:00:00,0.5
2021-02-17 20:00:00,0.5
2021-02-18 02:00:00,-0.5
2021-02-18 06:00:00,0.5
2021-02-18 12:00:00,-0.5
2021-02-18 20:00:00,0.5
2021-02-19 02:00:00,0.5
2021-02-19 06:00:00,0.5
2021-02-19 12:00:00,0.5
2021-02-19 20:00:00,0.5
2021-02-20 02:00:00,0.5
2021-02-20 06:00:00,0.5
2021-02-20 12:00:00,0.5
2021-02-20 20:00:00,-0.5
2021-02-21 06:00:00,0.5
2021-02-21 12:00:00,-0.5
2021-02-21 20:00:00,0.5
2021-02-22 02:00:00,-0.5
2021-02-22 06:00:00,0.5
2021-02-22 12:00:00,0.5
2021-02-22 20:00:00,0.5
2021-02-23 02:00:00,0.5
2021-02-25 12:00:00,0.75
2021-02-25 20:00:00,0.5
2021-02-26 06:00:00,0.5
2021-02-26 12:00:00,0.5
2021-02-26 20:00:00,0.5
2021-02-27 02:00:00,0.5
2021-02-27 06:00:00,0.0
2021-02-27 12:00:00,0.0
2021-02-27 20:00:00,0.5
2021-02-28 06:00:00,-0.5
2021-02-28 12:00:00,0.5
2021-02-28 20:00:00,0.0
2021-03-01 02:00:00,0.5
2021-03-01 06:00:00,0.5
2021-03-01 12:00:00,0.5
2021-03-01 20:00:00,0.5
2021-03-02 06:00:00,0.5
2021-03-02 12:00:00,-0.5
2021-03-02 20:00:00,-0.5
2021-03-03 06:00:00,0.5
2021-03-03 12:00:00,0.5
2021-03-03 20:00:00,-0.5
2021-03-04 06:00:00,-0.5
2021-03-04 12:00:00,-0.5
2021-03-04 20:00:00,0.5
2021-03-05 02:00:00,0.5
2021-03-05 06:00:00,0.5
2021-03-05 12:00:00,-0.5
2021-03-05 20:00:00,0.5
2021-03-06 06:00:00,0.5
2021-03-09 20:00:00,0.0
2021-03-10 06:00:00,-0.5
2021-03-10 12:00:00,0.5
2021-03-10 20:00:00,0.0
2021-03-11 06:00:00,0.5
2021-03-11 12:00:00,0.5
2021-03-11 20:00:00,0.5
2021-03-12 06:00:00,0.5
2021-03-12 12:00:00,0.5
2021-03-12 20:00:00,0.5
2021-03-13 02:00:00,0.5
2021-03-13 06:00:00,-0.5
2021-03-13 12:00:00,-0.5
2021-03-13 20:00:00,-0.5
2021-03-14 06:00:00,0.5
2021-03-14 12:00:00,0.5
2021-03-14 20:00:00,-0.5
2021-03-15 06:00:00,-0.5
2021-03-15 12:00:00,-0.5
2021-03-15 20:00:00,-0.5
2021-03-16 02:00:00,-0.5
2021-03-16 06:00:00,0.0
2021-03-16 12:00:00,-0.5
2021-03-16 20:00:00,-0.5
2021-03-17 02:00:00,0.5
2021-03-17 06:00:00,0.0
2021-03-17 12:00:00,0.5
2021-03-17 20:00:00,0.0
2021-03-18 06:00:00,-0.5
2021-03-18 12:00:00,-0.5
2021-03-18 20:00:00,-0.5
2021-03-19 02:00:00,-0.5
2021-03-22 02:00:00,-0.5
2021-03-22 06:00:00,-0.5
2021-03-22 12:00:00,-0.5
2021-03-22 20:00:00,0.5
2021-03-23 02:00:00,0.5
2021-03-23 06:00:00,0.5
2021-03-23 12:00:00,-0.5
2021-03-23 20:00:00,0.5
2021-03-24 02:00:00,0.5
2021-03-24 06:00:00,0.5
2021-03-24 12:00:00,0.5
2021-03-24 20:00:00,0.5
2021-03-25 02:00:00,0.5
2021-03-25 06:00:00,0.5
2021-03-25 12:00:00,0.5
2021-03-25 20:00:00,0.0
2021-03-26 02:00:00,-0.5
2021-03-26 06:00:00,-0.5
2021-03-26 12:00:00,-0.5
2021-03-26 20:00:00,-0.5
2021-03-27 02:00:00,0.0
2021-03-27 06:00:00,-0.5
2021-03-27 12:00:00,0.75
2021-03-27 20:00:00,-0.5
2021-03-28 02:00:00,0.5
2021-03-28 06:00:00,-0.5
2021-03-28 12:00:00,-0.5
2021-03-28 20:00:00,-0.5
2021-03-29 02:00:00,0.5
2021-03-29 06:00:00,-0.5
2021-03-29 12:00:00,0.5
2021-03-29 20:00:00,0.5
