Date,pred
2020-12-09 08:00:00,1.0
2020-12-09 16:00:00,1.0
2020-12-10 00:00:00,0.0
2020-12-10 08:00:00,1.0
2020-12-10 16:00:00,1.0
2020-12-11 00:00:00,0.0
2020-12-11 08:00:00,1.0
2020-12-11 16:00:00,1.0
2020-12-12 00:00:00,1.0
2020-12-12 08:00:00,1.0
2020-12-12 16:00:00,1.0
2020-12-13 00:00:00,1.0
2020-12-13 08:00:00,1.0
2020-12-13 16:00:00,1.0
2020-12-14 00:00:00,1.0
2020-12-14 08:00:00,1.0
2020-12-14 16:00:00,1.0
2020-12-15 00:00:00,1.0
2020-12-15 08:00:00,1.0
2020-12-15 16:00:00,1.0
2020-12-16 00:00:00,1.0
2020-12-16 08:00:00,1.0
2020-12-16 16:00:00,1.0
2020-12-17 00:00:00,1.0
2020-12-17 08:00:00,-1.0
2020-12-17 16:00:00,-1.0
2020-12-18 00:00:00,1.0
2020-12-18 08:00:00,0.0
2020-12-18 16:00:00,0.0
2020-12-19 00:00:00,1.0
2020-12-19 08:00:00,1.0
2020-12-19 16:00:00,1.0
2020-12-20 00:00:00,0.0
2020-12-20 08:00:00,1.0
2020-12-20 16:00:00,1.0
2020-12-21 00:00:00,1.0
2020-12-21 08:00:00,1.0
2020-12-21 16:00:00,1.0
2020-12-22 00:00:00,1.0
2020-12-22 08:00:00,1.0
2020-12-22 16:00:00,1.0
2020-12-23 00:00:00,1.0
2020-12-23 08:00:00,1.0
2020-12-23 16:00:00,1.0
2020-12-24 00:00:00,1.0
2020-12-24 08:00:00,1.0
2020-12-24 16:00:00,1.0
2020-12-25 00:00:00,1.0
2020-12-25 08:00:00,1.0
2020-12-25 16:00:00,1.0
2020-12-26 00:00:00,1.0
2020-12-26 08:00:00,1.0
2020-12-26 16:00:00,1.0
2020-12-27 00:00:00,1.0
2020-12-27 08:00:00,1.0
2020-12-27 16:00:00,1.0
2020-12-28 00:00:00,1.0
2020-12-28 08:00:00,-1.0
2020-12-28 16:00:00,-1.0
2020-12-29 00:00:00,-1.0
2020-12-29 08:00:00,-1.0
2020-12-29 16:00:00,-1.0
2020-12-30 00:00:00,-1.0
2020-12-30 08:00:00,-1.0
2020-12-30 16:00:00,-1.0
2020-12-31 00:00:00,-1.0
2020-12-31 08:00:00,-1.0
2020-12-31 16:00:00,-1.0
2021-01-01 00:00:00,-1.0
2021-01-01 08:00:00,-1.0
2021-01-01 16:00:00,-1.0
2021-01-02 00:00:00,-1.0
2021-01-02 08:00:00,-1.0
2021-01-02 16:00:00,-1.0
2021-01-03 00:00:00,-1.0
2021-01-03 08:00:00,-1.0
2021-01-03 16:00:00,-1.0
2021-01-04 00:00:00,-1.0
2021-01-04 08:00:00,1.0
2021-01-04 16:00:00,1.0
2021-01-05 00:00:00,1.0
2021-01-05 08:00:00,1.0
2021-01-05 16:00:00,1.0
2021-01-06 00:00:00,1.0
2021-01-06 08:00:00,2.0
2021-01-06 16:00:00,2.0
2021-01-07 00:00:00,1.0
2021-01-07 08:00:00,1.0
2021-01-07 16:00:00,1.0
2021-01-08 00:00:00,1.0
2021-01-08 08:00:00,1.0
2021-01-08 16:00:00,1.0
2021-01-09 00:00:00,1.0
2021-01-09 08:00:00,1.0
2021-01-09 16:00:00,1.0
2021-01-10 00:00:00,-1.0
2021-01-10 08:00:00,1.0
2021-01-10 16:00:00,1.0
2021-01-11 00:00:00,1.0
2021-01-11 08:00:00,1.0
2021-01-11 16:00:00,1.0
2021-01-12 00:00:00,1.0
2021-01-12 08:00:00,1.0
2021-01-12 16:00:00,1.0
2021-01-13 00:00:00,1.0
2021-01-13 08:00:00,1.0
2021-01-13 16:00:00,1.0
2021-01-14 00:00:00,1.0
2021-01-14 08:00:00,2.0
2021-01-14 16:00:00,2.0
2021-01-15 00:00:00,1.0
2021-01-15 08:00:00,1.0
